ID	mRNA	ORF_strand	ORF_frame	ORF_start	ORF_end	ORF	Fickett	Hexamer	Prob
ALL_BATCH_6.2358.3_ORF_1	3414	+	2	803	2035	1233	1.186	0.906940826784773	0.999999991287513
ALL_BATCH_6.2358.3_ORF_2	3414	-	1	3375	2992	384	1.021	1.21246173680389	0.00167365816693719
ALL_BATCH_6.2358.3_ORF_3	3414	-	2	3185	3006	180	1.0252	-0.0225016721120431	2.14974985928169e-07
ALL_BATCH_6.2358.3_ORF_4	3414	+	3	1035	1187	153	1.1085	-0.110620373338205	8.4247525092261e-08
ALL_BATCH_6.2358.3_ORF_5	3414	-	3	1165	1019	147	0.7778	-0.859519800529899	9.2790977943884e-09
ALL_BATCH_6.2358.5_ORF_1	6475	+	1	2332	4932	2601	1.2232	1.249232955945	1
ALL_BATCH_6.2358.5_ORF_2	6475	+	2	803	2125	1323	1.095	0.785937763312328	0.987422421946693
ALL_BATCH_6.2358.5_ORF_3	6475	-	1	6436	6053	384	1.021	1.21246173680389	1.10319130742145e-10
ALL_BATCH_6.2358.5_ORF_4	6475	+	2	4616	4804	189	0.9656	-0.233522098667281	2.22044604925031e-16
ALL_BATCH_6.2358.5_ORF_5	6475	-	2	6246	6067	180	1.0252	-0.0225016721120431	2.22044604925031e-16
ALL_BATCH_6.2359.1_ORF_1	1095	+	2	35	418	384	1.021	1.21246173680389	0.997843193529011
ALL_BATCH_6.2359.1_ORF_2	1095	+	3	225	404	180	1.0252	-0.0225016721120431	0.0560035155782328
ALL_BATCH_6.2359.1_ORF_3	1095	+	3	846	965	120	0.4831	0.528574432033394	0.0206437189790019
ALL_BATCH_6.2359.1_ORF_4	1095	-	2	236	117	120	0.8908	0.0598154260685557	0.0103394589810205
ALL_BATCH_6.2359.1_ORF_5	1095	-	3	913	800	114	0.4335	0.655655732136948	0.0220252183788901
ALL_BATCH_6.2367.2_ORF_1	2467	-	3	1544	201	1344	0.9666	1.05714208171102	0.999999999998385
ALL_BATCH_6.2367.2_ORF_2	2467	-	1	2323	2201	123	0.7725	0.178140599900691	8.12709996424311e-06
ALL_BATCH_6.2367.2_ORF_3	2467	+	1	184	291	108	0.9001	0.823167733428719	2.56532071968231e-05
ALL_BATCH_6.2367.2_ORF_4	2467	+	3	1005	1103	99	1.219	-0.353472728749059	1.7572117247808e-06
ALL_BATCH_6.2367.2_ORF_5	2467	-	1	922	833	90	0.8742	0.440575373286697	6.05492915383032e-06
ALL_BATCH_6.2373.2_ORF_1	1200	+	3	678	1130	453	1.0356	1.6228447327747	0.999815706049724
ALL_BATCH_6.2373.2_ORF_2	1200	+	3	15	113	99	0.7073	0.45584666031313	0.00657326342475206
ALL_BATCH_6.2373.2_ORF_3	1200	-	1	759	664	96	0.9833	0.0458490837203416	0.00302927771316602
ALL_BATCH_6.2373.2_ORF_4	1200	-	2	143	63	81	0.6762	1.09324316025423	0.0159461619391861
ALL_BATCH_6.2379.1_ORF_1	1969	+	1	1675	1797	123	0.4279	1.05916043630857	0.000660145155824647
ALL_BATCH_6.2379.1_ORF_2	1969	-	1	1924	1802	123	0.5664	0.707154312992746	0.000334053489068389
ALL_BATCH_6.2379.1_ORF_3	1969	+	1	283	381	99	0.9698	0.459429873112888	0.000133326875426687
ALL_BATCH_6.2379.1_ORF_4	1969	+	1	1402	1491	90	1.0862	0.846282582975691	0.000275521211542272
ALL_BATCH_6.2379.1_ORF_5	1969	-	3	1907	1818	90	0.5513	-0.0955468908378776	1.93300766932472e-05
ALL_BATCH_6.2386.1_ORF_1	959	-	2	769	662	108	0.4194	0.665467763976213	0.0380807601235211
ALL_BATCH_6.2386.1_ORF_2	959	-	3	246	142	105	1.1649	0.367011372724526	0.0349341271649572
ALL_BATCH_6.2386.1_ORF_3	959	+	3	600	701	102	0.8127	1.21985277077503	0.145162196893086
ALL_BATCH_6.2386.1_ORF_4	959	-	1	905	804	102	1.0354	0.838514005189687	0.0798476033653001
ALL_BATCH_6.2386.1_ORF_5	959	-	1	665	570	96	1.1538	0.408730837861199	0.0292160819746231
ALL_BATCH_6.2393.1_ORF_1	1859	+	3	273	1859	1587	0.9416	1.06969366447225	1
ALL_BATCH_6.2393.1_ORF_2	1859	-	3	1032	934	99	0.9197	-0.0211236004672516	7.64395171812712e-05
ALL_BATCH_6.2393.1_ORF_3	1859	+	1	856	945	90	1.0664	0.136418510662007	9.59043529696509e-05
ALL_BATCH_6.2393.1_ORF_4	1859	+	1	1381	1467	87	0.9674	-0.0910974966479471	4.74279207193542e-05
ALL_BATCH_6.2393.1_ORF_5	1859	+	1	622	702	81	0.9653	0.760893457400366	0.00028006101750168
ALL_BATCH_6.2398.1_ORF_1	3513	+	1	1	2898	2898	0.9922	1.09084887633539	1
ALL_BATCH_6.2398.1_ORF_2	3513	+	2	1670	1843	174	1.0289	-0.209112697796781	6.87164720828124e-08
ALL_BATCH_6.2398.1_ORF_3	3513	-	2	2741	2574	168	0.6515	0.969195847251999	6.0812795802648e-07
ALL_BATCH_6.2398.1_ORF_4	3513	-	3	1897	1742	156	1.0153	0.156564048847932	9.15866397528968e-08
ALL_BATCH_6.2398.1_ORF_5	3513	-	3	457	311	147	1.1256	0.542752539931698	1.87944002703622e-07
ALL_BATCH_6.2401.2_ORF_1	5548	+	3	2721	5087	2367	0.9666	1.19878161218584	1
ALL_BATCH_6.2401.2_ORF_2	5548	+	2	1250	2470	1221	0.9022	0.905711479590661	0.998349952624606
ALL_BATCH_6.2401.2_ORF_3	5548	-	3	1715	1347	369	1.0235	0.122585320327084	8.61097676001473e-10
ALL_BATCH_6.2401.2_ORF_4	5548	-	3	2324	2103	222	0.9233	-0.254278466510084	3.99324063624953e-12
ALL_BATCH_6.2401.2_ORF_5	5548	-	2	5472	5269	204	0.9364	1.43138717451983	1.1332789701516e-10
ALL_BATCH_6.2402.2_ORF_1	2357	-	1	1493	243	1251	0.9982	0.992592418778513	0.999999999983593
ALL_BATCH_6.2402.2_ORF_2	2357	+	2	1256	1624	369	1.0235	0.122585320327084	0.0257324492581958
ALL_BATCH_6.2402.2_ORF_3	2357	+	2	647	868	222	0.9233	-0.254278466510084	0.000122468038211166
ALL_BATCH_6.2402.2_ORF_4	2357	+	1	1696	1836	141	0.4755	0.612163066801611	5.21471863092897e-05
ALL_BATCH_6.2402.2_ORF_5	2357	+	2	911	1039	129	1.1326	-0.234579754052543	9.51359249512871e-06
ALL_BATCH_6.2402.3_ORF_1	1246	+	3	585	725	141	0.4755	0.612163066801611	0.0206457510459451
ALL_BATCH_6.2402.3_ORF_2	1246	+	2	1028	1141	114	0.671	0.651695511381145	0.0121352505781625
ALL_BATCH_6.2402.3_ORF_3	1246	-	3	347	243	105	1.0264	0.892597985560965	0.0221228886012182
ALL_BATCH_6.2402.3_ORF_4	1246	-	2	1029	934	96	0.4527	-0.0067025511661399	0.00128677120257194
ALL_BATCH_6.2402.3_ORF_5	1246	+	1	919	1005	87	0.4038	0.830132453755833	0.00639171167538817
ALL_BATCH_6.2403.1_ORF_1	5191	+	2	1985	3214	1230	0.8721	1.00027333088544	0.999848362959661
ALL_BATCH_6.2403.1_ORF_2	5191	+	1	3481	4107	627	1.0666	0.977387009895068	0.000101963952627947
ALL_BATCH_6.2403.1_ORF_3	5191	-	2	3360	3028	333	0.9054	0.667867775631805	6.31112327497422e-09
ALL_BATCH_6.2403.1_ORF_4	5191	+	2	4547	4864	318	1.0324	1.4676299018781	2.84138955026085e-08
ALL_BATCH_6.2403.1_ORF_5	5191	-	2	2898	2701	198	0.8381	0.729814039949	1.18596070365793e-10
ALL_BATCH_6.2407.2_ORF_1	1453	+	2	1178	1453	276	0.9804	0.801021877755625	0.494028427575836
ALL_BATCH_6.2407.2_ORF_2	1453	+	1	1048	1191	144	0.9614	0.977208568782058	0.0265689872901957
ALL_BATCH_6.2407.2_ORF_3	1453	+	2	305	445	141	0.3933	0.84686949925082	0.0108365834671353
ALL_BATCH_6.2407.2_ORF_4	1453	+	2	773	862	90	0.7437	0.724976530147516	0.00246478587213565
ALL_BATCH_6.2407.2_ORF_5	1453	+	2	977	1060	84	0.5525	0.625674174581451	0.00137530115380518
ALL_BATCH_6.2408.1_ORF_1	742	-	1	538	368	171	0.8374	0.751755871390987	0.603140590467324
ALL_BATCH_6.2408.1_ORF_2	742	+	2	350	511	162	0.8657	1.06044483156353	0.70760694545945
ALL_BATCH_6.2408.1_ORF_3	742	+	3	450	581	132	0.7229	0.945102230441945	0.397984512609208
ALL_BATCH_6.2404.3_ORF_1	5927	-	3	5838	4720	1119	1.1258	1.19514270209866	0.897095687179616
ALL_BATCH_6.2404.3_ORF_2	5927	+	1	2380	2940	561	0.9982	1.22679539171142	4.38898976540164e-07
ALL_BATCH_6.2404.3_ORF_3	5927	+	2	5003	5209	207	1.1873	0.594365439977947	2.94525068512735e-12
ALL_BATCH_6.2404.3_ORF_4	5927	-	2	4477	4286	192	1.0388	0.890111507338426	3.23050148868846e-12
ALL_BATCH_6.2404.3_ORF_5	5927	+	2	2402	2572	171	1.0606	-0.15393035141598	1.59199372308387e-13
ALL_BATCH_6.2415.1_ORF_1	1284	+	3	21	1283	1263	1.0328	1.19376561972028	1
ALL_BATCH_6.2415.1_ORF_2	1284	+	1	388	540	153	1.0098	-0.114680154092243	0.00751925888669217
ALL_BATCH_6.2415.1_ORF_3	1284	-	1	513	403	111	1.0333	0.124927769190363	0.00378894944594046
ALL_BATCH_6.2415.1_ORF_4	1284	+	1	793	885	93	1.1612	-0.587627081230563	0.000484254038611137
ALL_BATCH_6.2420.1_ORF_1	1522	+	1	406	1410	1005	0.9902	1.11387089776231	0.999999999777705
ALL_BATCH_6.2420.1_ORF_2	1522	-	2	726	604	123	0.9105	-0.514090962026103	0.000309889229942908
ALL_BATCH_6.2420.1_ORF_3	1522	+	2	737	853	117	1.0288	-0.233044417941729	0.000550404132914702
ALL_BATCH_6.2420.1_ORF_4	1522	-	1	1156	1052	105	0.8586	-0.127720384094231	0.000418088566642303
ALL_BATCH_6.2420.1_ORF_5	1522	+	2	260	352	93	0.678	0.891412165387742	0.0025634962000108
ALL_BATCH_6.2420.3_ORF_1	881	+	3	348	500	153	0.339	0.681171693715853	0.183291041928437
ALL_BATCH_6.2420.3_ORF_2	881	+	2	260	388	129	0.7723	0.686218233959547	0.141314653764659
ALL_BATCH_6.2420.3_ORF_3	881	-	3	138	61	78	0.904	0.884632018855598	0.0595863050602032
ALL_BATCH_6.2421.1_ORF_1	1631	-	3	696	13	684	0.9666	0.913930773513886	0.999990027010441
ALL_BATCH_6.2421.1_ORF_2	1631	+	2	578	928	351	0.6212	0.664023213876395	0.650550782238092
ALL_BATCH_6.2421.1_ORF_3	1631	-	3	861	706	156	0.9355	0.234791883399499	0.00264492582247207
ALL_BATCH_6.2421.1_ORF_4	1631	+	3	624	737	114	0.9842	-0.245225686818291	0.000260580451509536
ALL_BATCH_6.2421.1_ORF_5	1631	-	3	1605	1513	93	0.5093	0.621841411875084	0.000656716906622517
ALL_BATCH_6.2421.2_ORF_1	2712	-	1	696	13	684	0.9666	0.913930773513886	0.996583397591903
ALL_BATCH_6.2421.2_ORF_2	2712	+	2	578	928	351	0.6212	0.664023213876395	0.00538642249358415
ALL_BATCH_6.2421.2_ORF_3	2712	-	1	861	706	156	0.9355	0.234791883399499	7.71452597256851e-06
ALL_BATCH_6.2421.2_ORF_4	2712	+	3	624	737	114	0.9842	-0.245225686818291	7.58234580353183e-07
ALL_BATCH_6.2421.2_ORF_5	2712	+	2	1352	1462	111	1.136	1.20174502204834	2.21658617868547e-05
ALL_BATCH_6.2421.3_ORF_1	1667	-	3	696	13	684	0.9666	0.913930773513886	0.999987885989915
ALL_BATCH_6.2421.3_ORF_2	1667	+	2	578	928	351	0.6212	0.664023213876395	0.605151507030515
ALL_BATCH_6.2421.3_ORF_3	1667	-	3	861	706	156	0.9355	0.234791883399499	0.00217847743591734
ALL_BATCH_6.2421.3_ORF_4	1667	+	3	624	737	114	0.9842	-0.245225686818291	0.000214535090518995
ALL_BATCH_6.2421.3_ORF_5	1667	-	3	1641	1549	93	0.5093	0.621841411875084	0.000540710883957987
ALL_BATCH_6.2421.4_ORF_1	2748	-	1	696	13	684	0.9666	0.913930773513886	0.995852947776696
ALL_BATCH_6.2421.4_ORF_2	2748	+	2	578	928	351	0.6212	0.664023213876395	0.00443864656190018
ALL_BATCH_6.2421.4_ORF_3	2748	-	1	861	706	156	0.9355	0.234791883399499	6.35106183767236e-06
ALL_BATCH_6.2421.4_ORF_4	2748	+	3	624	737	114	0.9842	-0.245225686818291	6.24223549679921e-07
ALL_BATCH_6.2421.4_ORF_5	2748	+	2	1388	1498	111	1.136	1.20174502204834	1.8248317389764e-05
ALL_BATCH_6.2421.5_ORF_1	2253	-	1	696	13	684	0.9666	0.913930773513886	0.999712891197042
ALL_BATCH_6.2421.5_ORF_2	2253	+	2	578	928	351	0.6212	0.664023213876395	0.060722485001161
ALL_BATCH_6.2421.5_ORF_3	2253	-	1	861	706	156	0.9355	0.234791883399499	9.20835770341079e-05
ALL_BATCH_6.2421.5_ORF_4	2253	+	2	1352	1465	114	1.0414	0.542639778080692	5.83420953043982e-05
ALL_BATCH_6.2421.5_ORF_5	2253	+	3	624	737	114	0.9842	-0.245225686818291	9.0512709181565e-06
ALL_BATCH_6.2422.1_ORF_1	7308	+	3	63	4583	4521	0.9888	1.01875644799583	1
ALL_BATCH_6.2422.1_ORF_2	7308	+	3	5229	5867	639	0.9614	1.35682264052003	3.42578272588377e-09
ALL_BATCH_6.2422.1_ORF_3	7308	+	1	2482	2724	243	1.136	-0.532402928778749	2.22044604925031e-16
ALL_BATCH_6.2422.1_ORF_4	7308	-	2	6767	6582	186	0.9938	0.925055466992437	2.22044604925031e-16
ALL_BATCH_6.2422.1_ORF_5	7308	+	1	1444	1620	177	1.0112	-0.0458451714255993	2.22044604925031e-16
ALL_BATCH_6.2430.2_ORF_1	3070	+	3	270	2747	2478	0.9724	1.1573074652355	1
ALL_BATCH_6.2430.2_ORF_2	3070	+	1	1840	2022	183	1.0264	0.497276232427613	4.98787628980586e-06
ALL_BATCH_6.2430.2_ORF_3	3070	-	2	1155	979	177	1.1153	0.0715000344261288	1.69908590292492e-06
ALL_BATCH_6.2430.2_ORF_4	3070	+	1	1504	1653	150	0.9105	0.297747698065134	1.05183168653504e-06
ALL_BATCH_6.2430.2_ORF_5	3070	-	2	2487	2344	144	0.9015	0.316850428484678	9.10227179300114e-07
ALL_BATCH_6.2435.3_ORF_1	1341	+	3	1221	1340	120	0.7125	0.360456345888187	0.00466220154604715
ALL_BATCH_6.2435.3_ORF_2	1341	+	2	908	1000	93	0.404	0.440039502179166	0.00187786713029783
ALL_BATCH_6.2435.3_ORF_3	1341	-	3	1321	1232	90	0.7514	0.368344184862598	0.00200381833887128
ALL_BATCH_6.2435.3_ORF_4	1341	+	3	1077	1163	87	0.6762	0.384641058456139	0.00177425620423853
ALL_BATCH_6.2464.1_ORF_1	691	-	1	574	410	165	0.6762	0.922444931731873	0.6808599759517
ALL_BATCH_6.2464.1_ORF_2	691	-	2	483	355	129	0.7013	0.795666217721145	0.35622098028533
ALL_BATCH_6.2464.1_ORF_3	691	+	2	533	610	78	0.934	0.438617009622014	0.0612307805227149
ALL_BATCH_6.2465.1_ORF_1	1305	-	1	657	475	183	0.3968	0.726114763957839	0.0613859604070717
ALL_BATCH_6.2465.1_ORF_2	1305	-	3	433	281	153	0.6047	0.928089982608927	0.0486788957289542
ALL_BATCH_6.2465.1_ORF_3	1305	+	1	178	300	123	0.6577	0.739132404890924	0.0139374374438948
ALL_BATCH_6.2465.1_ORF_4	1305	+	2	509	622	114	0.7899	0.653738599167054	0.00991270816547042
ALL_BATCH_6.2465.1_ORF_5	1305	-	3	121	11	111	0.6286	0.317219487235176	0.00362573681323684
ALL_BATCH_6.2472.2_ORF_1	1889	-	2	1522	380	1143	1.0384	1.25235461175745	0.999999999982201
ALL_BATCH_6.2472.2_ORF_2	1889	-	3	837	625	213	1.0098	-0.283534316032077	0.0011846329506979
ALL_BATCH_6.2472.2_ORF_3	1889	+	1	292	495	204	0.9443	0.791707908947496	0.00998644015385769
ALL_BATCH_6.2472.2_ORF_4	1889	+	1	1081	1236	156	1.0152	0.177751437856047	0.000620744803424193
ALL_BATCH_6.2472.2_ORF_5	1889	+	2	698	823	126	0.8848	-0.1593387765114	0.000103083960989076
ALL_BATCH_6.2478.1_ORF_1	2105	+	2	923	1108	186	1.0588	0.971757078003952	0.00306460704311904
ALL_BATCH_6.2478.1_ORF_2	2105	-	2	1159	998	162	1.058	0.738536439119075	0.000873290161143728
ALL_BATCH_6.2478.1_ORF_3	2105	-	2	625	515	111	0.7092	0.501224499666795	7.94100739020071e-05
ALL_BATCH_6.2478.1_ORF_4	2105	+	2	1775	1873	99	0.6386	0.946347861042978	0.000144339876699328
ALL_BATCH_6.2478.1_ORF_5	2105	-	3	1014	928	87	0.6466	1.00728876271252	0.00011665349725429
ALL_BATCH_6.2481.3_ORF_1	3599	+	3	2625	3377	753	0.9118	1.2227991942804	0.973805225434242
ALL_BATCH_6.2481.3_ORF_2	3599	-	1	1202	1029	174	0.8863	1.12143223026994	8.06029807506067e-07
ALL_BATCH_6.2481.3_ORF_3	3599	-	3	3096	2947	150	1.1219	-0.654895256174995	8.21224465141132e-09
ALL_BATCH_6.2481.3_ORF_4	3599	+	1	2182	2325	144	1.0725	0.39573504631011	7.33056892420779e-08
ALL_BATCH_6.2481.3_ORF_5	3599	-	1	1688	1563	126	0.5407	1.15881937851224	1.51122621994773e-07
ALL_BATCH_6.2481.5_ORF_1	1185	+	1	631	1185	555	1.0002	1.19907589479503	0.999978271011963
ALL_BATCH_6.2481.5_ORF_2	1185	-	3	904	755	150	1.1219	-0.654895256174995	0.00377196206118752
ALL_BATCH_6.2481.5_ORF_3	1185	+	1	184	294	111	0.5076	0.59839248950675	0.0117395550956392
ALL_BATCH_6.2481.5_ORF_4	1185	+	2	32	118	87	0.7514	0.09329896840961	0.0022598715229999
ALL_BATCH_6.2485.1_ORF_1	2416	+	2	119	2416	2298	1.0146	1.29875142198652	1
ALL_BATCH_6.2485.1_ORF_2	2416	-	2	1518	1063	456	0.9008	0.978174146929254	0.625703684544011
ALL_BATCH_6.2485.1_ORF_3	2416	-	2	2346	2056	291	0.8865	0.929423015543207	0.0102804018509969
ALL_BATCH_6.2485.1_ORF_4	2416	-	3	1997	1857	141	0.9419	0.211116365082712	2.31764324020662e-05
ALL_BATCH_6.2485.1_ORF_5	2416	-	3	542	408	135	0.9294	-0.525728598127371	3.51804463691654e-06
ALL_BATCH_6.2485.3_ORF_1	2290	+	2	173	2290	2118	1.0146	1.30980783184919	1
ALL_BATCH_6.2485.3_ORF_2	2290	-	2	1392	937	456	0.9008	0.978174146929254	0.76754929017816
ALL_BATCH_6.2485.3_ORF_3	2290	-	2	2220	1930	291	0.8865	0.929423015543207	0.0201048014257853
ALL_BATCH_6.2485.3_ORF_4	2290	-	3	1871	1731	141	0.9419	0.211116365082712	4.5778230968145e-05
ALL_BATCH_6.2485.3_ORF_5	2290	-	3	416	282	135	0.9294	-0.525728598127371	6.9489964963303e-06
ALL_BATCH_6.2488.3_ORF_1	1478	+	3	381	1340	960	0.8998	1.18103338935521	0.999999999369337
ALL_BATCH_6.2488.3_ORF_2	1478	-	3	696	610	87	0.9612	-0.489738371513419	0.000147743507102089
ALL_BATCH_6.2488.3_ORF_3	1478	+	1	304	381	78	1.0132	0.453442480280864	0.0010326922368145
ALL_BATCH_6.2488.3_ORF_4	1478	-	3	1032	955	78	0.465	0.0419295262389198	0.000242272147443832
ALL_BATCH_6.2489.1_ORF_1	568	+	3	42	491	450	0.9768	1.22301427579485	0.99998243999728
ALL_BATCH_6.2503.1_ORF_1	1643	-	1	386	165	222	1.013	1.18533936005847	0.146926799613263
ALL_BATCH_6.2503.1_ORF_2	1643	-	1	788	615	174	1.1093	0.813950609317266	0.0186059473497621
ALL_BATCH_6.2503.1_ORF_3	1643	-	2	886	725	162	0.7859	0.934888731891158	0.0127954931702159
ALL_BATCH_6.2503.1_ORF_4	1643	-	2	490	365	126	1.0074	0.887700250146171	0.0048134378471268
ALL_BATCH_6.2503.1_ORF_5	1643	+	2	947	1054	108	0.3194	0.990029396277419	0.00188759730435473
ALL_BATCH_6.2505.1_ORF_1	1323	-	2	1124	744	381	1.0146	1.28797560857886	0.99319176653102
ALL_BATCH_6.2505.1_ORF_2	1323	+	1	706	1002	297	0.849	0.59399647745053	0.670915356339138
ALL_BATCH_6.2505.1_ORF_3	1323	-	3	844	719	126	1.0101	0.745607610393725	0.0193246360888517
ALL_BATCH_6.2505.1_ORF_4	1323	-	3	1294	1178	117	0.736	0.950354229286526	0.0183604781098729
ALL_BATCH_6.2505.1_ORF_5	1323	-	3	1072	971	102	0.9958	0.589536477693538	0.00656393752043322
ALL_BATCH_6.2510.1_ORF_1	2053	+	2	1475	1972	498	1.0042	1.02963796598623	0.981106461584694
ALL_BATCH_6.2510.1_ORF_2	2053	+	3	1146	1325	180	0.646	0.450012210966455	0.000700253889575194
ALL_BATCH_6.2510.1_ORF_3	2053	-	3	977	840	138	1.0664	0.812860973083161	0.000672570776092572
ALL_BATCH_6.2510.1_ORF_4	2053	+	3	1539	1673	135	1.0073	0.466874084502712	0.000262903196799278
ALL_BATCH_6.2510.1_ORF_5	2053	-	2	309	211	99	0.7773	0.950168695878908	0.000219100874349744
ALL_BATCH_6.2510.2_ORF_1	1856	+	3	1320	1775	456	1.0252	1.06713818987268	0.979329808620862
ALL_BATCH_6.2510.2_ORF_2	1856	+	1	1084	1263	180	0.646	0.450012210966455	0.00202712957466076
ALL_BATCH_6.2510.2_ORF_3	1856	-	3	915	778	138	1.0664	0.812860973083161	0.00194709333631093
ALL_BATCH_6.2510.2_ORF_4	1856	+	1	1342	1476	135	1.0073	0.466874084502712	0.00076169684093496
ALL_BATCH_6.2510.2_ORF_5	1856	-	1	1373	1254	120	1.035	-0.0867021115907422	0.000139608464021214
ALL_BATCH_6.2510.3_ORF_1	2139	+	1	1603	2058	456	1.0252	1.06713818987268	0.911275762981845
ALL_BATCH_6.2510.3_ORF_2	2139	+	1	1342	1521	180	0.646	0.450012210966455	0.000440143862818693
ALL_BATCH_6.2510.3_ORF_3	2139	+	2	101	256	156	1.0622	0.0127702325947086	0.000115000785663171
ALL_BATCH_6.2510.3_ORF_4	2139	-	3	241	86	156	1.096	0.55804129185554	0.00041529533218909
ALL_BATCH_6.2510.3_ORF_5	2139	-	1	1173	1036	138	1.0664	0.812860973083161	0.00042273932024098
ALL_BATCH_6.2511.2_ORF_1	2509	-	1	1888	1703	186	0.8608	0.898742145069123	0.000244153000711706
ALL_BATCH_6.2511.2_ORF_2	2509	+	3	1902	2072	171	1.0618	1.01699110762923	0.000245709711299282
ALL_BATCH_6.2511.2_ORF_3	2509	+	1	943	1098	156	1.096	0.55804129185554	5.62880178460591e-05
ALL_BATCH_6.2511.2_ORF_4	2509	-	2	1083	928	156	1.0622	0.0127702325947086	1.55828518189855e-05
ALL_BATCH_6.2511.2_ORF_5	2509	+	2	11	148	138	1.0664	0.812860973083161	5.72973249281666e-05
ALL_BATCH_6.2520.1_ORF_1	2552	+	3	945	2024	1080	0.961	1.09269934022973	0.999999993422985
ALL_BATCH_6.2520.1_ORF_2	2552	+	1	730	903	174	0.5974	0.697170080290992	6.66459758117819e-05
ALL_BATCH_6.2520.1_ORF_3	2552	-	2	133	2	132	0.9742	0.803074763444577	3.40681841875677e-05
ALL_BATCH_6.2520.1_ORF_4	2552	-	3	1581	1450	132	0.9196	0.141381384856295	7.08022020056299e-06
ALL_BATCH_6.2520.1_ORF_5	2552	-	3	1911	1783	129	0.9413	-0.0751990279816975	4.01247868063955e-06
ALL_BATCH_6.2520.3_ORF_1	528	-	3	406	302	105	0.4997	0.6559705989983	0.281144080337605
ALL_BATCH_6.2523.1_ORF_1	571	-	1	208	53	156	0.422	0.510407732590613	0.488648484278351
ALL_BATCH_6.2523.1_ORF_2	571	+	1	160	279	120	0.7195	0.422605328874684	0.258361375580938
ALL_BATCH_6.2523.1_ORF_3	571	+	3	252	332	81	0.671	0.943651601563184	0.254834762462791
ALL_BATCH_6.2533.1_ORF_1	4317	+	3	645	827	183	0.4587	0.46966107241983	3.29289526502504e-09
ALL_BATCH_6.2533.1_ORF_2	4317	-	2	3101	2946	156	0.6489	0.768026931867996	3.46159248936469e-09
ALL_BATCH_6.2533.1_ORF_3	4317	+	1	397	525	129	0.8007	0.697972251347352	1.50616570298489e-09
ALL_BATCH_6.2533.1_ORF_4	4317	+	1	2497	2625	129	0.6551	0.779240607688204	1.58766308776493e-09
ALL_BATCH_6.2533.1_ORF_5	4317	-	2	3917	3804	114	0.832	0.357703577804824	4.51946595905157e-10
ALL_BATCH_6.2534.1_ORF_1	609	+	3	180	308	129	0.9858	0.362797036700068	0.292827059666173
ALL_BATCH_6.2534.1_ORF_2	609	-	3	550	425	126	0.9241	0.862692886039233	0.530042802893642
ALL_BATCH_6.2534.1_ORF_3	609	+	2	482	595	114	0.761	1.13966576092201	0.56125870898872
ALL_BATCH_6.2534.1_ORF_4	609	+	3	384	473	90	0.577	0.809306560838566	0.197292522358761
ALL_BATCH_6.2559.2_ORF_1	947	+	3	576	695	120	0.9537	0.588150647956525	0.0765889489864481
ALL_BATCH_6.2559.3_ORF_1	917	+	3	546	665	120	0.9537	0.588150647956525	0.0888667289566423
ALL_BATCH_6.2568.2_ORF_1	1249	+	1	622	1173	552	0.7163	0.795249243951154	0.999889612094503
ALL_BATCH_6.2568.2_ORF_2	1249	+	2	431	586	156	0.8824	0.224071521940066	0.0190340398715089
ALL_BATCH_6.2568.2_ORF_3	1249	-	2	255	172	84	0.6411	0.285269359370948	0.00205298896145606
ALL_BATCH_6.2568.2_ORF_4	1249	+	1	244	324	81	0.7074	0.636897546487356	0.00446377600057405
ALL_BATCH_6.2568.2_ORF_5	1249	+	1	328	408	81	0.4455	0.578833046452811	0.00307328541951214
ALL_BATCH_6.2570.1_ORF_1	825	+	3	267	728	462	0.9558	1.0219037243117	0.999920551831795
ALL_BATCH_6.2570.1_ORF_2	825	-	2	431	240	192	0.9808	0.22576724408374	0.383212743879062
ALL_BATCH_6.2570.1_ORF_3	825	-	3	565	455	111	0.7188	0.712993039816009	0.11606365699785
ALL_BATCH_6.2570.1_ORF_4	825	+	2	728	823	96	0.6594	0.866257187225046	0.101267357169114
ALL_BATCH_6.2570.1_ORF_5	825	+	2	626	718	93	1.1172	-0.423362051915847	0.0080362592817682
ALL_BATCH_6.2578.1_ORF_1	1959	+	3	138	1844	1707	1.0478	1.0680895585476	1
ALL_BATCH_6.2578.1_ORF_2	1959	+	1	865	1236	372	1.0404	-0.326838539746329	0.0823328434665721
ALL_BATCH_6.2578.1_ORF_3	1959	-	2	1100	858	243	0.9051	-0.430525984765991	0.0012942782667575
ALL_BATCH_6.2578.1_ORF_4	1959	-	2	209	3	207	1.0566	0.290492737088593	0.00264325598695435
ALL_BATCH_6.2578.1_ORF_5	1959	+	1	1609	1800	192	0.9096	-0.139031452159756	0.00054936532837077
ALL_BATCH_6.2579.1_ORF_1	3170	-	3	696	1	696	0.9558	1.19093199134953	0.985058138740179
ALL_BATCH_6.2579.1_ORF_2	3170	-	2	895	743	153	0.9563	0.756440913913168	2.00735783487994e-06
ALL_BATCH_6.2579.1_ORF_3	3170	-	1	662	540	123	1.1234	0.224353592412239	2.79915198905636e-07
ALL_BATCH_6.2579.1_ORF_4	3170	+	1	2206	2319	114	0.6228	0.558545828966502	2.90395807363301e-07
ALL_BATCH_6.2579.1_ORF_5	3170	+	1	2635	2748	114	0.4941	0.664852062586962	3.29326721921819e-07
